id,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
631.0,24.0,3660.0,2.0,4.0,28.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,good
632.0,18.0,1553.0,4.0,3.0,44.0,1.0,1.0,<0,all paid,furniture/equipment,<100,1<=X<4,male single,none,car,bank,own,skilled,none,yes,bad
633.0,15.0,1444.0,4.0,1.0,23.0,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,<1,male single,none,life insurance,none,own,skilled,none,yes,good
634.0,9.0,1980.0,2.0,2.0,19.0,2.0,1.0,no checking,existing paid,furniture/equipment,<100,<1,female div/dep/mar,co applicant,car,none,rent,skilled,none,yes,bad
635.0,24.0,1355.0,3.0,4.0,25.0,1.0,1.0,0<=X<200,existing paid,new car,<100,<1,female div/dep/mar,none,car,none,own,unskilled resident,yes,yes,bad
636.0,12.0,1393.0,4.0,4.0,47.0,3.0,2.0,no checking,existing paid,education,<100,>=7,male single,none,life insurance,bank,own,skilled,yes,yes,good
637.0,24.0,1376.0,4.0,1.0,28.0,1.0,1.0,no checking,existing paid,radio/tv,500<=X<1000,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
638.0,60.0,15653.0,2.0,4.0,21.0,2.0,1.0,no checking,delayed previously,radio/tv,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
639.0,12.0,1493.0,4.0,3.0,34.0,1.0,2.0,no checking,existing paid,radio/tv,<100,<1,female div/dep/mar,none,car,none,own,skilled,none,yes,good
640.0,42.0,4370.0,3.0,2.0,26.0,2.0,2.0,<0,delayed previously,radio/tv,<100,4<=X<7,male single,none,life insurance,bank,own,skilled,yes,yes,bad
641.0,18.0,750.0,4.0,1.0,27.0,1.0,1.0,<0,existing paid,education,<100,unemployed,female div/dep/mar,none,real estate,none,own,unemp/unskilled non res,none,yes,bad
642.0,15.0,1308.0,4.0,4.0,38.0,2.0,1.0,0<=X<200,existing paid,repairs,<100,>=7,male single,none,car,none,own,unskilled resident,none,yes,good
643.0,15.0,4623.0,3.0,2.0,40.0,1.0,1.0,no checking,existing paid,education,100<=X<500,1<=X<4,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,bad
644.0,24.0,1851.0,4.0,2.0,33.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,male mar/wid,guarantor,car,none,own,skilled,yes,yes,good
645.0,18.0,1880.0,4.0,1.0,32.0,2.0,1.0,<0,critical/other existing credit,radio/tv,<100,4<=X<7,male mar/wid,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
646.0,36.0,7980.0,4.0,4.0,27.0,2.0,1.0,no checking,delayed previously,business,no known savings,<1,male single,none,car,none,rent,skilled,yes,yes,bad
647.0,30.0,4583.0,2.0,2.0,32.0,2.0,1.0,<0,no credits/all paid,furniture/equipment,<100,1<=X<4,male div/sep,guarantor,real estate,none,own,skilled,none,yes,good
648.0,12.0,1386.0,2.0,2.0,26.0,1.0,1.0,no checking,existing paid,new car,500<=X<1000,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
649.0,24.0,947.0,4.0,3.0,38.0,1.0,2.0,>=200,existing paid,new car,<100,4<=X<7,male single,none,no known property,bank,for free,skilled,none,yes,bad
650.0,12.0,684.0,4.0,4.0,40.0,1.0,2.0,<0,existing paid,education,<100,1<=X<4,male single,none,car,none,rent,unskilled resident,none,yes,bad
651.0,48.0,7476.0,4.0,1.0,50.0,1.0,1.0,<0,existing paid,education,<100,4<=X<7,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
652.0,12.0,1922.0,4.0,2.0,37.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,bad
653.0,24.0,2303.0,4.0,1.0,45.0,1.0,1.0,<0,existing paid,new car,<100,>=7,male single,co applicant,real estate,none,own,skilled,none,yes,bad
654.0,36.0,8086.0,2.0,4.0,42.0,4.0,1.0,0<=X<200,delayed previously,new car,100<=X<500,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
655.0,24.0,2346.0,4.0,3.0,35.0,2.0,1.0,no checking,critical/other existing credit,used car,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
656.0,14.0,3973.0,1.0,4.0,22.0,1.0,1.0,<0,existing paid,new car,<100,unemployed,male single,none,no known property,none,for free,skilled,none,yes,good
657.0,12.0,888.0,4.0,4.0,41.0,1.0,2.0,0<=X<200,existing paid,new car,<100,>=7,male single,none,car,bank,own,unskilled resident,none,yes,bad
658.0,48.0,10222.0,4.0,3.0,37.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,4<=X<7,male single,none,car,stores,own,skilled,yes,yes,good
659.0,30.0,4221.0,2.0,1.0,28.0,2.0,1.0,0<=X<200,no credits/all paid,business,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,good
660.0,18.0,6361.0,2.0,1.0,41.0,1.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,no known property,none,own,skilled,yes,yes,good
661.0,12.0,1297.0,3.0,4.0,23.0,1.0,1.0,>=200,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,none,rent,skilled,none,yes,good
662.0,12.0,900.0,4.0,2.0,23.0,1.0,1.0,<0,existing paid,new car,no known savings,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,bad
663.0,21.0,2241.0,4.0,2.0,50.0,2.0,1.0,no checking,existing paid,furniture/equipment,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,good
664.0,6.0,1050.0,4.0,1.0,35.0,2.0,1.0,0<=X<200,delayed previously,furniture/equipment,<100,unemployed,male single,none,life insurance,stores,own,high qualif/self emp/mgmt,yes,yes,good
665.0,6.0,1047.0,2.0,4.0,50.0,1.0,1.0,>=200,critical/other existing credit,education,<100,1<=X<4,female div/dep/mar,none,life insurance,none,own,unskilled resident,none,yes,good
666.0,24.0,6314.0,4.0,2.0,27.0,2.0,1.0,no checking,critical/other existing credit,other,<100,unemployed,male single,co applicant,no known property,bank,own,high qualif/self emp/mgmt,yes,yes,good
667.0,30.0,3496.0,4.0,2.0,34.0,1.0,2.0,0<=X<200,all paid,furniture/equipment,>=1000,1<=X<4,male single,none,car,stores,own,skilled,yes,yes,good
668.0,48.0,3609.0,1.0,1.0,27.0,1.0,1.0,no checking,all paid,business,<100,1<=X<4,female div/dep/mar,none,real estate,stores,own,skilled,none,yes,good
669.0,12.0,4843.0,3.0,4.0,43.0,2.0,1.0,<0,critical/other existing credit,new car,<100,>=7,male single,co applicant,life insurance,none,rent,skilled,yes,yes,bad
670.0,30.0,3017.0,4.0,4.0,47.0,1.0,1.0,>=200,critical/other existing credit,radio/tv,<100,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
671.0,24.0,4139.0,3.0,3.0,27.0,2.0,1.0,no checking,critical/other existing credit,business,100<=X<500,1<=X<4,male single,none,life insurance,none,own,unskilled resident,yes,yes,good
672.0,36.0,5742.0,2.0,2.0,31.0,2.0,1.0,no checking,existing paid,business,100<=X<500,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
673.0,60.0,10366.0,2.0,4.0,42.0,1.0,1.0,no checking,existing paid,new car,<100,>=7,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
674.0,6.0,2080.0,1.0,2.0,24.0,1.0,1.0,no checking,critical/other existing credit,new car,500<=X<1000,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,good
675.0,21.0,2580.0,4.0,2.0,41.0,1.0,2.0,no checking,delayed previously,business,500<=X<1000,<1,male single,none,real estate,bank,own,unskilled resident,none,yes,bad
676.0,30.0,4530.0,4.0,4.0,26.0,1.0,1.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,car,none,rent,high qualif/self emp/mgmt,yes,yes,good
677.0,24.0,5150.0,4.0,4.0,33.0,1.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,car,none,own,skilled,yes,yes,good
678.0,72.0,5595.0,2.0,2.0,24.0,1.0,1.0,0<=X<200,existing paid,radio/tv,100<=X<500,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,bad
679.0,24.0,2384.0,4.0,4.0,64.0,1.0,1.0,<0,existing paid,radio/tv,<100,>=7,male single,none,real estate,bank,rent,unskilled resident,none,yes,good
680.0,18.0,1453.0,3.0,1.0,26.0,1.0,1.0,no checking,existing paid,radio/tv,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
681.0,6.0,1538.0,1.0,2.0,56.0,1.0,1.0,no checking,existing paid,education,<100,<1,female div/dep/mar,none,no known property,none,own,skilled,none,yes,good
682.0,12.0,2279.0,4.0,4.0,37.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,good
683.0,15.0,1478.0,4.0,3.0,33.0,2.0,1.0,no checking,delayed previously,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,bank,own,skilled,none,yes,good
684.0,24.0,5103.0,3.0,3.0,47.0,3.0,1.0,no checking,critical/other existing credit,radio/tv,<100,<1,male mar/wid,none,no known property,none,for free,skilled,yes,yes,good
685.0,36.0,9857.0,1.0,3.0,31.0,2.0,2.0,0<=X<200,delayed previously,business,100<=X<500,4<=X<7,male single,none,life insurance,none,own,unskilled resident,yes,yes,good
686.0,60.0,6527.0,4.0,4.0,34.0,1.0,2.0,no checking,existing paid,new car,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,good
687.0,10.0,1347.0,4.0,2.0,27.0,2.0,1.0,>=200,critical/other existing credit,radio/tv,no known savings,4<=X<7,male single,none,life insurance,none,own,skilled,yes,yes,good
688.0,36.0,2862.0,4.0,3.0,30.0,1.0,1.0,0<=X<200,delayed previously,new car,100<=X<500,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
689.0,9.0,2753.0,3.0,4.0,35.0,1.0,1.0,no checking,existing paid,radio/tv,100<=X<500,>=7,male single,co applicant,car,none,own,skilled,yes,yes,good
690.0,12.0,3651.0,1.0,3.0,31.0,1.0,2.0,<0,existing paid,new car,>=1000,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,good
691.0,15.0,975.0,2.0,3.0,25.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,male div/sep,none,life insurance,none,own,skilled,none,yes,good
692.0,15.0,2631.0,3.0,2.0,25.0,1.0,1.0,0<=X<200,existing paid,repairs,100<=X<500,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
693.0,24.0,2896.0,2.0,1.0,29.0,1.0,1.0,0<=X<200,existing paid,radio/tv,100<=X<500,<1,male single,none,car,none,own,skilled,none,yes,good
694.0,6.0,4716.0,1.0,3.0,44.0,2.0,2.0,<0,critical/other existing credit,new car,no known savings,<1,male single,none,real estate,none,own,unskilled resident,none,yes,good
695.0,24.0,2284.0,4.0,2.0,28.0,1.0,1.0,no checking,existing paid,radio/tv,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
696.0,6.0,1236.0,2.0,4.0,50.0,1.0,1.0,no checking,existing paid,used car,500<=X<1000,1<=X<4,male single,none,life insurance,none,rent,skilled,none,yes,good
697.0,12.0,1103.0,4.0,3.0,29.0,2.0,1.0,0<=X<200,existing paid,radio/tv,<100,4<=X<7,male single,guarantor,real estate,none,own,skilled,none,no,good
698.0,12.0,926.0,1.0,2.0,38.0,1.0,1.0,no checking,critical/other existing credit,new car,<100,unemployed,female div/dep/mar,none,life insurance,none,own,unemp/unskilled non res,none,yes,good
699.0,18.0,1800.0,4.0,2.0,24.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,good
700.0,15.0,1905.0,4.0,4.0,40.0,1.0,1.0,>=200,existing paid,education,<100,>=7,male single,none,car,none,rent,high qualif/self emp/mgmt,yes,yes,good
701.0,12.0,1123.0,4.0,4.0,29.0,1.0,1.0,no checking,existing paid,furniture/equipment,500<=X<1000,1<=X<4,female div/dep/mar,none,car,none,rent,unskilled resident,none,yes,bad
702.0,48.0,6331.0,4.0,4.0,46.0,2.0,1.0,<0,critical/other existing credit,used car,<100,>=7,male single,none,no known property,none,for free,skilled,yes,yes,bad
703.0,24.0,1377.0,4.0,2.0,47.0,1.0,1.0,>=200,existing paid,radio/tv,100<=X<500,>=7,female div/dep/mar,none,no known property,none,for free,skilled,yes,yes,good
704.0,30.0,2503.0,4.0,2.0,41.0,2.0,1.0,0<=X<200,delayed previously,business,100<=X<500,>=7,male single,none,life insurance,stores,own,skilled,none,yes,good
705.0,27.0,2528.0,4.0,1.0,32.0,1.0,2.0,0<=X<200,existing paid,business,<100,<1,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,good
706.0,15.0,5324.0,1.0,4.0,35.0,1.0,1.0,no checking,existing paid,new car,500<=X<1000,>=7,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,good
707.0,48.0,6560.0,3.0,2.0,24.0,1.0,1.0,0<=X<200,existing paid,new car,100<=X<500,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,bad
708.0,12.0,2969.0,4.0,3.0,25.0,2.0,1.0,0<=X<200,no credits/all paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,bad
709.0,9.0,1206.0,4.0,4.0,25.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,>=7,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
710.0,9.0,2118.0,2.0,2.0,37.0,1.0,2.0,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
711.0,18.0,629.0,4.0,3.0,32.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,500<=X<1000,>=7,male single,none,life insurance,bank,own,high qualif/self emp/mgmt,yes,yes,good
712.0,6.0,1198.0,4.0,4.0,35.0,1.0,1.0,<0,all paid,education,<100,>=7,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,bad
713.0,21.0,2476.0,4.0,4.0,46.0,1.0,1.0,no checking,existing paid,used car,no known savings,>=7,male single,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
714.0,9.0,1138.0,4.0,4.0,25.0,2.0,1.0,<0,critical/other existing credit,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
715.0,60.0,14027.0,4.0,2.0,27.0,1.0,1.0,0<=X<200,existing paid,new car,<100,4<=X<7,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,bad
716.0,30.0,7596.0,1.0,4.0,63.0,2.0,1.0,no checking,critical/other existing credit,used car,no known savings,>=7,male single,none,car,none,own,skilled,none,yes,good
717.0,30.0,3077.0,3.0,2.0,40.0,2.0,2.0,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,car,none,own,skilled,yes,yes,good
718.0,18.0,1505.0,4.0,2.0,32.0,1.0,1.0,no checking,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
719.0,24.0,3148.0,3.0,2.0,31.0,2.0,1.0,>=200,critical/other existing credit,radio/tv,no known savings,1<=X<4,male single,none,car,none,own,skilled,yes,yes,good
720.0,20.0,6148.0,3.0,4.0,31.0,2.0,1.0,0<=X<200,no credits/all paid,used car,100<=X<500,>=7,male mar/wid,none,car,bank,own,skilled,yes,yes,good
721.0,9.0,1337.0,4.0,2.0,34.0,2.0,1.0,>=200,no credits/all paid,radio/tv,<100,<1,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
722.0,6.0,433.0,4.0,2.0,24.0,1.0,2.0,0<=X<200,all paid,education,>=1000,<1,female div/dep/mar,none,life insurance,bank,rent,skilled,none,yes,bad
723.0,12.0,1228.0,4.0,2.0,24.0,1.0,1.0,<0,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,bad
724.0,9.0,790.0,4.0,3.0,66.0,1.0,1.0,0<=X<200,existing paid,radio/tv,500<=X<1000,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
725.0,27.0,2570.0,3.0,3.0,21.0,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,bad
726.0,6.0,250.0,2.0,2.0,41.0,2.0,1.0,no checking,critical/other existing credit,new car,>=1000,1<=X<4,female div/dep/mar,none,real estate,bank,own,unskilled resident,none,yes,good
727.0,15.0,1316.0,2.0,2.0,47.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,500<=X<1000,1<=X<4,male mar/wid,none,life insurance,none,own,unskilled resident,none,yes,good
728.0,18.0,1882.0,4.0,4.0,25.0,2.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,bank,rent,skilled,none,yes,bad
729.0,48.0,6416.0,4.0,3.0,59.0,1.0,1.0,0<=X<200,all paid,business,<100,>=7,female div/dep/mar,none,no known property,none,rent,skilled,none,yes,bad
730.0,24.0,1275.0,2.0,4.0,36.0,2.0,1.0,>=200,critical/other existing credit,business,>=1000,1<=X<4,male div/sep,none,real estate,none,own,skilled,yes,yes,good
731.0,24.0,6403.0,1.0,2.0,33.0,1.0,1.0,0<=X<200,delayed previously,radio/tv,<100,<1,male single,none,car,none,own,skilled,none,yes,good
732.0,24.0,1987.0,2.0,4.0,21.0,1.0,2.0,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,rent,unskilled resident,none,yes,bad
733.0,8.0,760.0,4.0,2.0,44.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,4<=X<7,female div/dep/mar,guarantor,real estate,none,own,unskilled resident,none,yes,good
734.0,24.0,2603.0,2.0,4.0,28.0,1.0,1.0,no checking,existing paid,used car,>=1000,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,yes,yes,good
735.0,4.0,3380.0,1.0,1.0,37.0,1.0,2.0,no checking,critical/other existing credit,new car,<100,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
736.0,36.0,3990.0,3.0,2.0,29.0,1.0,1.0,0<=X<200,all paid,domestic appliance,no known savings,<1,female div/dep/mar,none,no known property,bank,own,unemp/unskilled non res,none,yes,good
737.0,24.0,11560.0,1.0,4.0,23.0,2.0,1.0,0<=X<200,existing paid,used car,<100,1<=X<4,female div/dep/mar,none,car,none,rent,high qualif/self emp/mgmt,none,yes,bad
738.0,18.0,4380.0,3.0,4.0,35.0,1.0,2.0,<0,existing paid,new car,100<=X<500,1<=X<4,male single,none,car,none,own,unskilled resident,yes,yes,good
739.0,6.0,6761.0,1.0,3.0,45.0,2.0,2.0,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
740.0,30.0,4280.0,4.0,4.0,26.0,2.0,1.0,0<=X<200,no credits/all paid,business,100<=X<500,1<=X<4,female div/dep/mar,none,car,none,rent,unskilled resident,none,yes,bad
741.0,24.0,2325.0,2.0,3.0,32.0,1.0,1.0,<0,all paid,new car,100<=X<500,4<=X<7,male single,none,car,bank,own,skilled,none,yes,good
742.0,10.0,1048.0,4.0,4.0,23.0,1.0,1.0,0<=X<200,all paid,radio/tv,<100,1<=X<4,male single,none,real estate,stores,own,unskilled resident,none,yes,good
743.0,21.0,3160.0,4.0,3.0,41.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
744.0,24.0,2483.0,4.0,4.0,22.0,1.0,1.0,<0,all paid,furniture/equipment,500<=X<1000,1<=X<4,male single,none,real estate,stores,own,skilled,yes,yes,good
745.0,39.0,14179.0,4.0,4.0,30.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,no known savings,4<=X<7,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
746.0,13.0,1797.0,3.0,1.0,28.0,2.0,1.0,<0,critical/other existing credit,business,<100,<1,male single,none,life insurance,bank,own,unskilled resident,none,yes,good
747.0,15.0,2511.0,1.0,4.0,23.0,1.0,1.0,<0,existing paid,new car,<100,unemployed,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
748.0,12.0,1274.0,3.0,1.0,37.0,1.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,bad
749.0,21.0,5248.0,1.0,3.0,26.0,1.0,1.0,no checking,existing paid,used car,no known savings,1<=X<4,male single,none,car,none,own,skilled,none,yes,good
750.0,15.0,3029.0,2.0,2.0,33.0,1.0,1.0,no checking,existing paid,used car,<100,4<=X<7,male single,none,car,none,own,skilled,none,yes,good
751.0,6.0,428.0,2.0,1.0,49.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,>=7,female div/dep/mar,none,life insurance,bank,own,skilled,yes,yes,good
752.0,18.0,976.0,1.0,2.0,23.0,1.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,bad
753.0,12.0,841.0,2.0,4.0,23.0,1.0,1.0,0<=X<200,existing paid,business,100<=X<500,4<=X<7,female div/dep/mar,none,real estate,none,rent,unskilled resident,none,yes,good
754.0,30.0,5771.0,4.0,2.0,25.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
755.0,12.0,1555.0,4.0,4.0,55.0,2.0,2.0,no checking,delayed previously,repairs,>=1000,>=7,male single,none,no known property,none,for free,skilled,none,yes,bad
756.0,24.0,1285.0,4.0,4.0,32.0,1.0,1.0,<0,existing paid,new car,no known savings,4<=X<7,female div/dep/mar,none,no known property,none,rent,skilled,none,yes,bad
757.0,6.0,1299.0,1.0,1.0,74.0,3.0,2.0,>=200,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,own,unemp/unskilled non res,none,no,good
758.0,15.0,1271.0,3.0,4.0,39.0,2.0,1.0,>=200,critical/other existing credit,radio/tv,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,bad
759.0,24.0,1393.0,2.0,2.0,31.0,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male single,guarantor,real estate,none,own,skilled,yes,yes,good
760.0,12.0,691.0,4.0,3.0,35.0,2.0,1.0,<0,critical/other existing credit,new car,<100,>=7,male single,none,life insurance,none,own,skilled,none,yes,bad
761.0,15.0,5045.0,1.0,4.0,59.0,1.0,1.0,no checking,critical/other existing credit,new car,no known savings,>=7,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
762.0,18.0,2124.0,4.0,4.0,24.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,bad
763.0,12.0,2214.0,4.0,3.0,24.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,good
764.0,21.0,12680.0,4.0,4.0,30.0,1.0,1.0,no checking,critical/other existing credit,new car,no known savings,>=7,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
765.0,24.0,2463.0,4.0,3.0,27.0,2.0,1.0,no checking,critical/other existing credit,new car,100<=X<500,4<=X<7,male mar/wid,none,life insurance,none,own,skilled,yes,yes,good
766.0,12.0,1155.0,3.0,3.0,40.0,2.0,1.0,0<=X<200,existing paid,radio/tv,<100,>=7,male mar/wid,guarantor,real estate,bank,own,unskilled resident,none,yes,good
767.0,30.0,3108.0,2.0,4.0,31.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,male div/sep,none,life insurance,none,own,unskilled resident,none,yes,bad
768.0,10.0,2901.0,1.0,4.0,31.0,1.0,1.0,no checking,existing paid,used car,no known savings,<1,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,good
769.0,12.0,3617.0,1.0,4.0,28.0,3.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,car,none,rent,skilled,yes,yes,good
770.0,12.0,1655.0,2.0,4.0,63.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,real estate,none,own,unskilled resident,yes,yes,good
771.0,24.0,2812.0,2.0,4.0,26.0,1.0,1.0,<0,existing paid,used car,no known savings,>=7,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,good
772.0,36.0,8065.0,3.0,2.0,25.0,2.0,1.0,<0,critical/other existing credit,education,<100,1<=X<4,female div/dep/mar,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,bad
773.0,21.0,3275.0,1.0,4.0,36.0,1.0,1.0,no checking,critical/other existing credit,used car,<100,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
774.0,24.0,2223.0,4.0,4.0,52.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,100<=X<500,>=7,male single,none,life insurance,bank,own,skilled,none,yes,good
775.0,12.0,1480.0,2.0,4.0,66.0,3.0,1.0,>=200,critical/other existing credit,new car,500<=X<1000,unemployed,male single,none,no known property,bank,for free,unemp/unskilled non res,none,yes,good
776.0,24.0,1371.0,4.0,4.0,25.0,1.0,1.0,<0,existing paid,new car,no known savings,1<=X<4,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,bad
777.0,36.0,3535.0,4.0,4.0,37.0,2.0,1.0,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
778.0,18.0,3509.0,4.0,1.0,25.0,1.0,1.0,<0,existing paid,radio/tv,<100,4<=X<7,female div/dep/mar,guarantor,real estate,none,own,skilled,none,yes,good
779.0,36.0,5711.0,4.0,2.0,38.0,2.0,1.0,no checking,critical/other existing credit,used car,>=1000,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
780.0,18.0,3872.0,2.0,4.0,67.0,1.0,1.0,0<=X<200,existing paid,repairs,<100,unemployed,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
781.0,39.0,4933.0,2.0,2.0,25.0,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,4<=X<7,male single,guarantor,real estate,none,own,skilled,none,yes,bad
782.0,24.0,1940.0,4.0,4.0,60.0,1.0,1.0,no checking,critical/other existing credit,new car,>=1000,>=7,male single,none,real estate,none,own,skilled,yes,yes,good
783.0,12.0,1410.0,2.0,2.0,31.0,1.0,1.0,0<=X<200,no credits/all paid,retraining,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,yes,yes,good
784.0,12.0,836.0,4.0,2.0,23.0,1.0,1.0,0<=X<200,existing paid,new car,100<=X<500,<1,female div/dep/mar,none,life insurance,bank,own,unskilled resident,none,yes,bad
785.0,20.0,6468.0,1.0,4.0,60.0,1.0,1.0,0<=X<200,existing paid,used car,no known savings,unemployed,male div/sep,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
786.0,18.0,1941.0,4.0,2.0,35.0,1.0,1.0,0<=X<200,existing paid,business,>=1000,1<=X<4,male single,none,life insurance,none,own,unskilled resident,yes,yes,good
787.0,22.0,2675.0,3.0,4.0,40.0,1.0,1.0,no checking,existing paid,radio/tv,500<=X<1000,>=7,male single,none,car,none,own,skilled,none,yes,good
788.0,48.0,2751.0,4.0,3.0,38.0,2.0,2.0,no checking,critical/other existing credit,used car,no known savings,>=7,male single,none,car,none,own,skilled,yes,yes,good
